Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
JMSB_237,JMSB,Economics (BComm),Economics(Bcomm),Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_238,JMSB,Economics (BComm),Economics(Bcomm),Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_239,JMSB,Finance,Finance,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_24,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,465,Trading in Financial Securities,Practical Skills In Trading Financial Securities,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_240,JMSB,Finance,Finance,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_241,JMSB,Finance,Finance,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_242,JMSB,Finance,Finance,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_243,JMSB,General Administration,any program,Graduate,Master,WILB,600,BUSINESS AND ADMINISTRATION I,Business And Administration I,Practica,Course-integrated;Work-integrated,
JMSB_244,JMSB,General Administration,any program,Graduate,Master,WILB,601,BUS / ADMIN REF LRN ACT I,Business And Administration Reflective Learning Activities I,Practica,Course-integrated;Work-integrated,
JMSB_245,JMSB,General Administration,any program,Graduate,Master,WILB,700,BUSINESS AND ADMINISTRATION II,Business And Administration Ii,Practica,Course-integrated;Work-integrated,
JMSB_246,JMSB,General Administration,any program,Graduate,Master,WILB,701,BUS / ADMIN REF LRN ACT II,Business And Administration Reflective Learning Activities Ii,Practica,Course-integrated;Work-integrated,
JMSB_247,JMSB,Human Resource Management,Human Resource Management,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_248,JMSB,International Business,International Business,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_249,JMSB,Makerting,Marketing,Graduate,Master,MARK,460,INTEGRATED MARKETING COMMUN.,Integrated Marketing Commun.,Practica,Course-integrated;Work-integrated,
JMSB_25,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,471,International Financial Management,Case Study Presentation,Case studies,Course-integrated,
JMSB_250,JMSB,Management,MBA,Graduate,Master,MBA,632,MBA PRACTICUM PROJECT,Mba Practicum Project,Practica,Course-integrated;Work-integrated,
JMSB_251,JMSB,Management,MBA,Graduate,Master,MBA,652,MBA INTERNSHIP,Mba Internship,Practica,Course-integrated;Work-integrated,
JMSB_252,JMSB,Management,MBA,Graduate,Master,MBA,655,INT'L CASE COMP ORGANIZER,International Case Competition Organizer,Practica,Course-integrated;Work-integrated,
JMSB_253,JMSB,Management,MBA,Graduate,Master,MBA,656,MBA CASE COMP ORG COMMITTEE,Mba Case Competition Organizing Committee,Practica,Course-integrated;Work-integrated,
JMSB_254,JMSB,Management,MBA,Graduate,Master,MBA,656,MBA CASE COMP ORG COMMITTEE,Mba Case Competition Organizing Committee,Practica,Course-integrated;Work-integrated,
JMSB_255,JMSB,Management,MBA,Graduate,Master,MBA,661,COMMUNITY SERVICES INITIATIVE,Community Services Initiative,Real-world project/assignment,Course-integrated;Community-based,
JMSB_256,JMSB,Management,MBA,Graduate,Master,MBA,691,Business Ethics,Business Ethics,Case studies,Course-integrated,
JMSB_257,JMSB,Management,any program,Graduate,Master,MSCA,619,COMMUNITY SERVICE CSLTG PROJ,Community Service Consulting Project,Practica,Course-integrated;Work-integrated;Community-based,
JMSB_258,JMSB,Management,Human Resource Management,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_259,JMSB,Management,International Business,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_26,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,481,Management of Financial Institutions,Group Presentation And Case Study,Case studies,Course-integrated,
JMSB_260,JMSB,Management,Human Resource Management,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_261,JMSB,Management,International Business,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_262,JMSB,Management,Human Resource Management,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_263,JMSB,Management,International Business,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_264,JMSB,Management,Human Resource Management,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_265,JMSB,Management,International Business,Undergraduate,Bachelor,ECON,319,International Economic Policy and Institutions,Case Studies; Role-Play,Case studies;Games/Role-playing,Course-integrated,
JMSB_266,JMSB,Management,International Business,Undergraduate,Bachelor,POLI,315,International Organizations,"This Course Offers An Overview Of International Institutions And Global Governance. It Examines Major Theoretical Perspectives On International Organizations, And Addresses The Role Of The United Nations System, Regional Organizations, And Non_Governmental Organizations In Promoting International Co_Operation To Address Collective Problems.",Case Studies;Simulations,Course-integrated,
JMSB_267,JMSB,Marketing,Marketing,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_268,JMSB,Marketing,Marketing,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_269,JMSB,Marketing,Marketing,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_27,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,482,"International Banking: Operations, Policy and Strategy",Group Case Presentation,Case studies,Course-integrated,
JMSB_270,JMSB,Marketing,Marketing,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_271,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_272,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,COMM,205,Business Communication,Project Proposal To Improve The Communications Strategy Of An Existing Business,Laboratory/Clinics;Real-world project/assignment,Course-integrated,
JMSB_273,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_274,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,COMM,299,Special Topics in Business,This Course Enables Students To Focus On A Specific Topic In Business That Is Of Interest To All Students,Laboratory/Clinics,Course-integrated,
JMSB_275,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_276,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,COMM,401,Strategy and Competition,This Capstone Course Requires Graduating Students To Demonstrate Their Ability To Integrate The Knowledge And Skills They Have Acquired During Their Program. This Course Introduces The Major Models And Theories In Strategic Management.,Capstone project,Course-integrated,
JMSB_277,JMSB,Supply Chain Operations Management,Supply Chain Operations Management,Undergraduate,Bachelor,,,Co-operative (Co-Op) Education,The John Molson Co-Op Programs Offer Students The Unique Opportunity To Give Their Career Plans A Head-Start. Co-Op Students Will Be Able To Apply What They Have Learned In Class To Three Paid Work Terms.,Practica,Course-integrated;Work-integrated,
JMSB_28,JMSB,Finance,Finance,Graduate,Master,FINA,695,Applied Investments: Business Analysis and Valuation,"Stock Presentation, Investment Report And Valuation Model",,Course-integrated,
JMSB_3,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,420,Financial Reporting III,All Consolidation And Foreign Currency Translation Done Using Excel Worksheets As Would Be Done In Reality; Case Analysis Done For All Topics.,Laboratory/Clinics;Case studies,Course-integrated,
JMSB_30,JMSB,Finance,Finance,Graduate,Master,MSCA,602,Applied Linear Statistical Models,Case Studies,,Course-integrated,
JMSB_31,JMSB,Finance,Finance,Graduate,Master,MSCA,611,Research Methodology,Research Paper Presentation And A Separate Research Paper,,Course-integrated,
JMSB_32,JMSB,Finance,Finance,Graduate,Master,MSCA,625,Seminar in Options and Futures,Research Proposal Presentation,,Course-integrated,
JMSB_33,JMSB,Finance,Finance,Graduate,Master,MSCA,632,Seminar in Special Topics in Finance,Research Paper And Presentation,,Course-integrated,
JMSB_35,JMSB,Management,EMBA,Graduate,Master,EMBA,610,Measuring and Reporting Financial Performance,Case Method,,Course-integrated,
JMSB_36,JMSB,Management,EMBA,Graduate,Master,EMBA,611,Managing Talent,Case Studies,,Course-integrated,
JMSB_37,JMSB,Management,EMBA,Graduate,Master,EMBA,612,Marketing Management,Case Discussions & Application-Oriented Readings,,Course-integrated,
